ID_EMPLOYEE,Tenure Range,GENDER,EMPLOYEE_TYPE,ENGAGEMENT_SCORE,AGE RANGE
583,0-2 years,M,Permanent,0.67,26-30
584,0-2 years,F,Permanent,0.73,26-30
585,0-2 years,F,Permanent,0.8300000000000001,23-26
586,0-2 years,M,Permanent,0.47000000000000003,26-30
587,0-2 years,M,Non Permanent,0.5,26-30
588,0-2 years,M,Permanent,0.67,23-26
589,0-2 years,M,Permanent,0.76,26-30
590,2-5 years,M,Permanent,0.8,26-30
591,0-2 years,F,Permanent,0.58,23-26
592,'+5 years,M,Permanent,0.6900000000000001,23-26
593,0-2 years,M,Permanent,0.77,23-26
594,0-2 years,M,Permanent,0.6,23-26
595,0-2 years,M,Permanent,0.6,23-26
596,2-5 years,F,Permanent,0.8,23-26
597,0-2 years,M,Permanent,0.64,23-26
598,0-2 years,M,Permanent,0.8300000000000001,23-26
599,0-2 years,M,Permanent,0.55,26-30
600,0-2 years,M,Non Permanent,0.73,23-26
601,0-2 years,M,Permanent,0.72,23-26
602,'+5 years,M,Permanent,0.8300000000000001,23-26
603,0-2 years,F,Permanent,0.38,23-26
604,'+5 years,F,Permanent,0.44,23-26
605,2-5 years,F,Permanent,0.76,30-35
606,0-2 years,M,Non Permanent,0.8300000000000001,23-26
607,0-2 years,M,Non Permanent,0.72,26-30
608,2-5 years,M,Permanent,0.6900000000000001,23-26
609,0-2 years,M,Permanent,0.4,26-30
610,0-2 years,M,Non Permanent,0.79,26-30
611,0-2 years,M,Permanent,0.46,23-26
612,0-2 years,F,Permanent,0.45,23-26
613,0-2 years,F,Non Permanent,0.74,23-26
614,0-2 years,M,Permanent,0.45,23-26
615,0-2 years,M,Permanent,0.56,26-30
616,0-2 years,M,Permanent,0.73,23-26
617,0-2 years,M,Non Permanent,0.64,26-30
618,0-2 years,M,Permanent,0.68,23-26
619,2-5 years,F,Permanent,0.45,23-26
620,2-5 years,M,Permanent,0.28,23-26
621,0-2 years,M,Permanent,0.8,26-30
622,0-2 years,M,Permanent,0.46,23-26
623,0-2 years,M,Permanent,0.72,23-26
624,0-2 years,F,Permanent,0.91,30-35
625,'+5 years,F,Permanent,0.33,23-26
626,0-2 years,M,Permanent,0.59,23-26
627,2-5 years,M,Permanent,0.63,23-26
628,0-2 years,M,Non Permanent,0.53,26-30
629,0-2 years,F,Permanent,0.74,26-30
630,0-2 years,M,Permanent,0.91,23-26
631,0-2 years,M,Non Permanent,0.47000000000000003,23-26
632,0-2 years,F,Permanent,0.6,23-26
633,0-2 years,F,Permanent,0.55,23-26
634,0-2 years,M,Permanent,0.76,23-26
635,0-2 years,M,Permanent,0.6,23-26
636,0-2 years,M,Permanent,0.28,23-26
637,0-2 years,M,Permanent,0.6,23-26
638,0-2 years,M,Permanent,0.53,23-26
639,0-2 years,F,Permanent,0.63,23-26
640,0-2 years,M,Non Permanent,0.8300000000000001,23-26
641,0-2 years,F,Permanent,0.45,23-26
642,0-2 years,F,Permanent,0.5,23-26
643,0-2 years,M,Permanent,0.8300000000000001,23-26
644,0-2 years,F,Permanent,0.75,23-26
645,0-2 years,F,Non Permanent,0.44,23-26
646,0-2 years,F,Permanent,0.6900000000000001,23-26
647,'+5 years,F,Permanent,0.46,23-26
648,0-2 years,M,Permanent,0.6,26-30
649,2-5 years,M,Permanent,0.72,26-30
650,'+5 years,F,Permanent,0.63,23-26
651,0-2 years,F,Permanent,0.77,23-26
652,0-2 years,M,Permanent,0.6900000000000001,23-26
653,0-2 years,M,Permanent,0.77,23-26
654,0-2 years,F,Non Permanent,0.49,23-26
655,0-2 years,M,Permanent,0.8300000000000001,23-26
656,0-2 years,M,Permanent,0.6900000000000001,23-26
657,0-2 years,M,Non Permanent,0.74,23-26
658,0-2 years,M,Non Permanent,0.6,23-26
659,0-2 years,M,Non Permanent,0.6,23-26
660,0-2 years,M,Permanent,0.6,26-30
661,0-2 years,M,Permanent,0.6,23-26
662,0-2 years,F,Permanent,0.72,23-26
663,0-2 years,F,Permanent,0.4,30-35
664,0-2 years,M,Non Permanent,0.79,23-26
665,0-2 years,F,Permanent,0.6,23-26
666,0-2 years,M,Non Permanent,0.35000000000000003,26-30
668,'+5 years,M,Permanent,0.52,26-30
669,'+5 years,F,Permanent,0.53,30-35
670,0-2 years,M,Permanent,0.8300000000000001,23-26
671,0-2 years,F,Permanent,0.78,26-30
672,0-2 years,M,Permanent,0.59,23-26
673,0-2 years,M,Permanent,0.47000000000000003,26-30
674,2-5 years,F,Permanent,0.36,23-26
675,0-2 years,M,Permanent,0.91,23-26
676,0-2 years,M,Permanent,0.75,23-26
677,0-2 years,M,Permanent,0.52,23-26
678,2-5 years,M,Permanent,0.42,23-26
679,'+5 years,M,Permanent,0.8,30-35
680,0-2 years,M,Permanent,0.91,23-26
681,0-2 years,M,Permanent,0.91,23-26
682,0-2 years,M,Non Permanent,0.91,23-26
683,0-2 years,M,Permanent,0.8300000000000001,23-26
684,0-2 years,M,Permanent,0.6900000000000001,23-26
685,0-2 years,F,Permanent,0.66,23-26
686,0-2 years,M,Permanent,0.72,26-30
687,0-2 years,M,Permanent,0.74,23-26
688,0-2 years,F,Permanent,0.71,23-26
689,0-2 years,F,Permanent,0.72,26-30
690,2-5 years,F,Permanent,0.4,23-26
691,0-2 years,M,Non Permanent,0.7000000000000001,23-26
692,2-5 years,M,Permanent,0.6900000000000001,23-26
693,0-2 years,F,Permanent,0.76,23-26
694,0-2 years,F,Permanent,0.6900000000000001,23-26
695,0-2 years,F,Permanent,0.48,23-26
696,0-2 years,M,Permanent,0.76,26-30
697,0-2 years,F,Permanent,0.76,23-26
698,0-2 years,M,Permanent,0.42,26-30
699,'+5 years,M,Permanent,0.8300000000000001,23-26
700,0-2 years,M,Permanent,0.52,26-30
701,0-2 years,M,Permanent,0.6,26-30
702,0-2 years,M,Permanent,0.75,23-26
703,0-2 years,M,Permanent,0.48,23-26
704,0-2 years,F,Permanent,0.6,23-26
705,0-2 years,M,Permanent,0.63,30-35
706,0-2 years,M,Permanent,0.6,23-26
707,0-2 years,M,Permanent,0.6,30-35
708,0-2 years,M,Permanent,0.6,23-26
709,0-2 years,F,Non Permanent,0.54,23-26
710,'+5 years,M,Permanent,0.74,23-26
711,0-2 years,M,Non Permanent,0.59,23-26
712,2-5 years,M,Permanent,0.74,26-30
713,2-5 years,M,Permanent,0.66,23-26
714,'+5 years,M,Permanent,0.76,23-26
715,'+5 years,M,Permanent,0.76,26-30
716,0-2 years,F,Non Permanent,0.47000000000000003,23-26
717,0-2 years,M,Non Permanent,0.8300000000000001,23-26
718,0-2 years,M,Permanent,0.8300000000000001,30-35
719,'+5 years,M,Permanent,0.6900000000000001,23-26
720,2-5 years,M,Permanent,0.76,23-26
721,0-2 years,M,Permanent,0.91,23-26
722,0-2 years,M,Non Permanent,0.8300000000000001,23-26
723,0-2 years,M,Permanent,0.73,23-26
724,0-2 years,M,Permanent,0.8300000000000001,23-26
725,0-2 years,M,Permanent,0.91,23-26
726,0-2 years,F,Permanent,0.68,23-26
727,0-2 years,M,Permanent,0.8,23-26
728,'+5 years,M,Permanent,0.31,23-26
729,'+5 years,M,Permanent,0.47000000000000003,30-35
730,0-2 years,M,Permanent,0.53,23-26
731,0-2 years,M,Non Permanent,0.74,23-26
732,0-2 years,M,Permanent,0.46,23-26
733,2-5 years,F,Permanent,0.8,23-26
734,0-2 years,M,Permanent,0.7000000000000001,23-26
735,2-5 years,F,Permanent,0.64,23-26
736,0-2 years,M,Permanent,0.63,26-30
737,2-5 years,M,Permanent,0.6900000000000001,30-35
738,0-2 years,M,Permanent,0.8300000000000001,26-30
739,0-2 years,M,Permanent,0.72,23-26
740,0-2 years,M,Permanent,0.76,30-35
741,0-2 years,M,Permanent,0.55,26-30
742,0-2 years,F,Permanent,0.76,23-26
743,0-2 years,F,Permanent,0.72,23-26
744,0-2 years,M,Non Permanent,0.59,23-26
745,0-2 years,F,Permanent,0.74,23-26
746,'+5 years,F,Permanent,0.5700000000000001,30-35
747,'+5 years,F,Permanent,0.76,30-35
748,0-2 years,M,Permanent,0.6,26-30
749,0-2 years,M,Permanent,0.62,23-26
750,2-5 years,F,Permanent,0.76,23-26
751,0-2 years,M,Permanent,0.5700000000000001,23-26
752,0-2 years,F,Permanent,0.51,23-26
753,0-2 years,M,Permanent,0.49,23-26
754,2-5 years,F,Permanent,0.45,23-26
755,0-2 years,M,Permanent,0.76,23-26
756,'+5 years,M,Permanent,0.36,23-26
757,0-2 years,M,Permanent,0.72,23-26
758,0-2 years,F,Permanent,0.53,23-26
759,0-2 years,F,Permanent,0.76,26-30
760,0-2 years,F,Permanent,0.78,23-26
761,0-2 years,F,Permanent,0.53,23-26
762,2-5 years,F,Permanent,0.58,23-26
763,0-2 years,M,Permanent,0.6900000000000001,23-26
764,'+5 years,M,Permanent,0.47000000000000003,23-26
765,0-2 years,M,Non Permanent,0.61,23-26
766,0-2 years,M,Permanent,0.64,26-30
767,2-5 years,F,Permanent,0.6,26-30
768,0-2 years,F,Permanent,0.6,23-26
769,0-2 years,M,Permanent,0.6,23-26
770,'+5 years,M,Permanent,0.6,30-35
771,'+5 years,M,Permanent,0.91,23-26
772,2-5 years,F,Permanent,0.78,26-30
773,0-2 years,M,Permanent,0.6,23-26
774,0-2 years,F,Non Permanent,0.91,26-30
775,0-2 years,M,Permanent,0.91,23-26
776,0-2 years,M,Permanent,0.91,23-26
777,0-2 years,M,Permanent,0.91,23-26
778,0-2 years,F,Permanent,0.4,30-35
779,0-2 years,M,Permanent,0.91,26-30
780,0-2 years,M,Permanent,0.72,26-30
781,'+5 years,M,Permanent,0.6900000000000001,23-26
782,'+5 years,M,Permanent,0.76,30-35
783,0-2 years,M,Permanent,0.72,30-35
784,0-2 years,F,Permanent,0.65,26-30
785,0-2 years,F,Permanent,0.76,26-30
786,'+5 years,M,Permanent,0.66,23-26
787,'+5 years,M,Permanent,0.72,23-26
788,0-2 years,M,Permanent,0.76,23-26
789,0-2 years,M,Non Permanent,0.55,23-26
790,0-2 years,M,Non Permanent,0.66,23-26
791,0-2 years,M,Non Permanent,0.91,23-26
792,0-2 years,M,Permanent,0.28,23-26
793,0-2 years,M,Non Permanent,0.91,26-30
794,'+5 years,F,Permanent,0.73,30-35
795,'+5 years,M,Permanent,0.91,23-26
796,'+5 years,M,Permanent,0.79,26-30
797,0-2 years,M,Permanent,0.48,23-26
798,0-2 years,F,Non Permanent,0.38,23-26
799,0-2 years,M,Permanent,0.43,26-30
800,0-2 years,F,Permanent,0.6,23-26
801,0-2 years,M,Permanent,0.7000000000000001,30-35
802,0-2 years,F,Permanent,0.6,23-26
803,0-2 years,M,Permanent,0.52,23-26
804,0-2 years,F,Permanent,0.6,23-26
805,0-2 years,F,Permanent,0.78,23-26
806,0-2 years,F,Permanent,0.66,26-30
807,'+5 years,F,Permanent,0.76,23-26
808,0-2 years,M,Permanent,0.53,26-30
809,0-2 years,M,Permanent,0.76,23-26
810,0-2 years,M,Permanent,0.58,26-30
811,0-2 years,M,Permanent,0.59,23-26
812,0-2 years,F,Permanent,0.6,23-26
813,0-2 years,M,Permanent,0.61,23-26
814,0-2 years,F,Permanent,0.8300000000000001,26-30
815,0-2 years,M,Permanent,0.79,23-26
816,0-2 years,M,Permanent,0.74,23-26
817,2-5 years,M,Permanent,0.6900000000000001,23-26
818,0-2 years,F,Non Permanent,0.6,23-26
819,0-2 years,M,Permanent,0.8300000000000001,23-26
820,0-2 years,F,Permanent,0.61,23-26
821,0-2 years,F,Permanent,0.55,23-26
822,0-2 years,M,Permanent,0.76,23-26
823,0-2 years,F,Non Permanent,0.76,23-26
824,0-2 years,F,Permanent,0.8300000000000001,23-26
825,0-2 years,M,Permanent,0.76,23-26
826,0-2 years,F,Permanent,0.76,23-26
827,0-2 years,M,Non Permanent,0.66,23-26
828,0-2 years,M,Permanent,0.49,23-26
830,0-2 years,M,Non Permanent,0.56,23-26
831,0-2 years,M,Permanent,0.65,23-26
832,0-2 years,M,Permanent,0.6900000000000001,23-26
833,0-2 years,F,Non Permanent,0.6900000000000001,23-26
834,0-2 years,M,Non Permanent,0.49,23-26
835,0-2 years,M,Permanent,0.52,23-26
836,0-2 years,F,Permanent,0.76,26-30
837,0-2 years,F,Permanent,0.56,23-26
838,'+5 years,M,Permanent,0.76,23-26
839,2-5 years,F,Permanent,0.66,23-26
840,0-2 years,F,Permanent,0.76,23-26
841,0-2 years,M,Non Permanent,0.6,23-26
842,0-2 years,M,Permanent,0.75,26-30
843,0-2 years,F,Permanent,0.55,23-26
844,0-2 years,M,Non Permanent,0.78,23-26
845,0-2 years,M,Permanent,0.42,26-30
846,0-2 years,M,Permanent,0.61,23-26
847,0-2 years,M,Non Permanent,0.76,23-26
848,0-2 years,M,Permanent,0.6900000000000001,23-26
849,2-5 years,M,Permanent,0.47000000000000003,23-26
850,0-2 years,M,Non Permanent,0.6900000000000001,23-26
851,0-2 years,M,Permanent,0.63,23-26
852,0-2 years,F,Permanent,0.8300000000000001,30-35
853,0-2 years,M,Permanent,0.77,23-26
854,0-2 years,F,Non Permanent,0.78,26-30
855,0-2 years,F,Non Permanent,0.76,23-26
856,2-5 years,M,Permanent,0.76,26-30
857,0-2 years,M,Non Permanent,0.8300000000000001,23-26
858,0-2 years,F,Permanent,0.76,23-26
859,0-2 years,F,Permanent,0.8300000000000001,23-26
860,2-5 years,M,Permanent,0.8300000000000001,23-26
861,0-2 years,M,Permanent,0.74,26-30
862,0-2 years,M,Permanent,0.66,23-26
863,0-2 years,M,Non Permanent,0.72,23-26
864,0-2 years,M,Permanent,0.6900000000000001,23-26
865,0-2 years,M,Permanent,0.8300000000000001,23-26
866,2-5 years,F,Permanent,0.78,23-26
867,0-2 years,F,Permanent,0.71,23-26
868,2-5 years,M,Permanent,0.6900000000000001,26-30
869,0-2 years,F,Permanent,0.76,23-26
870,0-2 years,F,Permanent,0.76,23-26
871,0-2 years,M,Permanent,0.28,26-30
872,0-2 years,F,Permanent,0.29,23-26
873,0-2 years,M,Permanent,0.72,23-26
874,0-2 years,M,Non Permanent,0.6900000000000001,23-26
875,2-5 years,F,Permanent,0.61,26-30
876,2-5 years,M,Permanent,0.79,23-26
877,0-2 years,F,Permanent,0.64,23-26
878,'+5 years,M,Permanent,0.29,23-26
879,0-2 years,M,Permanent,0.66,26-30
880,0-2 years,M,Permanent,0.29,23-26
881,0-2 years,M,Permanent,0.47000000000000003,23-26
882,0-2 years,M,Permanent,0.45,23-26
883,0-2 years,F,Permanent,0.45,23-26
884,0-2 years,M,Permanent,0.8300000000000001,26-30
885,0-2 years,F,Permanent,0.71,23-26
886,0-2 years,M,Permanent,0.28,26-30
887,0-2 years,F,Permanent,0.65,23-26
888,'+5 years,M,Permanent,0.6,30-35
889,0-2 years,F,Permanent,0.58,23-26
890,'+5 years,M,Permanent,0.73,30-35
891,0-2 years,M,Permanent,0.76,30-35
892,0-2 years,M,Non Permanent,0.6900000000000001,26-30
893,2-5 years,M,Permanent,0.53,23-26
894,0-2 years,F,Permanent,0.55,26-30
895,0-2 years,M,Permanent,0.76,23-26
896,0-2 years,M,Non Permanent,0.76,23-26
897,0-2 years,M,Non Permanent,0.55,26-30
898,0-2 years,M,Permanent,0.58,23-26
899,2-5 years,M,Permanent,0.5,23-26
900,0-2 years,F,Permanent,0.6,23-26
901,0-2 years,F,Permanent,0.59,23-26
902,0-2 years,F,Permanent,0.47000000000000003,30-35
903,0-2 years,M,Non Permanent,0.76,23-26
904,0-2 years,M,Permanent,0.63,23-26
905,0-2 years,M,Non Permanent,0.72,23-26
906,2-5 years,M,Permanent,0.6900000000000001,23-26
907,0-2 years,M,Permanent,0.76,23-26
908,0-2 years,M,Non Permanent,0.41000000000000003,23-26
909,2-5 years,F,Permanent,0.76,30-35
910,0-2 years,F,Permanent,0.76,26-30
911,2-5 years,M,Permanent,0.8300000000000001,23-26
912,0-2 years,M,Permanent,0.79,23-26
913,0-2 years,F,Permanent,0.91,23-26
914,0-2 years,M,Permanent,0.66,23-26
915,0-2 years,F,Permanent,0.8,30-35
916,'+5 years,M,Permanent,0.4,30-35
917,0-2 years,M,Permanent,0.6900000000000001,23-26
918,0-2 years,F,Permanent,0.91,23-26
919,0-2 years,F,Permanent,0.91,23-26
920,0-2 years,F,Permanent,0.78,26-30
921,0-2 years,M,Permanent,0.56,23-26
922,0-2 years,M,Permanent,0.76,23-26
923,0-2 years,F,Permanent,0.58,26-30
924,0-2 years,M,Permanent,0.66,26-30
925,'+5 years,M,Permanent,0.59,23-26
926,0-2 years,F,Permanent,0.59,23-26
927,0-2 years,M,Permanent,0.76,23-26
928,0-2 years,M,Permanent,0.8300000000000001,23-26
929,0-2 years,M,Permanent,0.6900000000000001,23-26
930,0-2 years,M,Permanent,0.76,26-30
931,0-2 years,M,Non Permanent,0.48,23-26
932,0-2 years,F,Permanent,0.49,26-30
933,2-5 years,M,Permanent,0.45,23-26
934,0-2 years,M,Non Permanent,0.53,23-26
935,0-2 years,M,Permanent,0.55,26-30
936,0-2 years,F,Permanent,0.63,26-30
937,0-2 years,M,Permanent,0.6900000000000001,26-30
938,2-5 years,F,Permanent,0.6900000000000001,23-26
939,0-2 years,M,Permanent,0.46,26-30
940,0-2 years,M,Permanent,0.8300000000000001,30-35
941,0-2 years,M,Permanent,0.34,23-26
942,0-2 years,F,Permanent,0.68,23-26
943,2-5 years,F,Permanent,0.45,23-26
944,0-2 years,M,Permanent,0.6900000000000001,23-26
945,0-2 years,M,Permanent,0.72,23-26
946,0-2 years,M,Permanent,0.62,30-35
947,0-2 years,F,Permanent,0.45,30-35
948,0-2 years,M,Permanent,0.61,23-26
949,0-2 years,M,Permanent,0.45,23-26
950,0-2 years,F,Permanent,0.65,23-26
951,0-2 years,M,Permanent,0.8300000000000001,23-26
952,0-2 years,F,Permanent,0.63,23-26
953,0-2 years,F,Permanent,0.8300000000000001,23-26
954,0-2 years,F,Permanent,0.53,23-26
955,0-2 years,M,Non Permanent,0.71,23-26
956,0-2 years,F,Permanent,0.91,23-26
957,0-2 years,M,Permanent,0.41000000000000003,23-26
958,2-5 years,F,Permanent,0.91,23-26
959,0-2 years,M,Non Permanent,0.91,23-26
960,0-2 years,M,Permanent,0.6900000000000001,23-26
961,0-2 years,F,Permanent,0.91,30-35
962,0-2 years,M,Permanent,0.55,23-26
963,2-5 years,M,Permanent,0.78,23-26
964,0-2 years,F,Permanent,0.8300000000000001,23-26
965,0-2 years,F,Non Permanent,0.47000000000000003,26-30
966,0-2 years,M,Non Permanent,0.78,23-26
967,0-2 years,M,Permanent,0.56,26-30
968,0-2 years,M,Non Permanent,0.91,26-30
969,0-2 years,M,Non Permanent,0.91,26-30
970,'+5 years,M,Permanent,0.6900000000000001,26-30
971,0-2 years,M,Permanent,0.53,26-30
972,0-2 years,M,Non Permanent,0.55,23-26
973,0-2 years,M,Permanent,0.58,23-26
974,0-2 years,F,Permanent,0.6900000000000001,23-26
975,'+5 years,F,Permanent,0.63,26-30
976,0-2 years,F,Permanent,0.72,23-26
977,0-2 years,M,Permanent,0.6,23-26
978,0-2 years,M,Permanent,0.58,23-26
979,2-5 years,F,Permanent,0.8300000000000001,23-26
980,0-2 years,F,Permanent,0.77,23-26
981,0-2 years,F,Permanent,0.79,23-26
982,0-2 years,M,Non Permanent,0.53,26-30
983,0-2 years,M,Permanent,0.91,23-26
984,0-2 years,M,Permanent,0.52,23-26
985,0-2 years,M,Non Permanent,0.41000000000000003,26-30
986,0-2 years,M,Permanent,0.55,23-26
987,0-2 years,M,Permanent,0.66,23-26
988,0-2 years,F,Permanent,0.6900000000000001,23-26
989,0-2 years,M,Permanent,0.91,23-26
990,0-2 years,M,Permanent,0.91,30-35
991,0-2 years,F,Permanent,0.6900000000000001,23-26
992,0-2 years,M,Permanent,0.76,26-30
993,'+5 years,F,Permanent,0.54,30-35
994,'+5 years,M,Permanent,0.53,23-26
995,0-2 years,M,Permanent,0.8300000000000001,23-26
996,0-2 years,M,Permanent,0.63,23-26
997,0-2 years,F,Non Permanent,0.28,23-26
998,0-2 years,M,Permanent,0.66,23-26
999,0-2 years,M,Permanent,0.6,23-26
1000,0-2 years,M,Permanent,0.6,23-26
1001,0-2 years,F,Permanent,0.75,23-26
1002,0-2 years,F,Permanent,0.5700000000000001,23-26
1003,0-2 years,M,Permanent,0.58,23-26
1004,0-2 years,F,Permanent,0.8300000000000001,23-26
1005,0-2 years,M,Permanent,0.76,23-26
1006,0-2 years,M,Permanent,0.6900000000000001,23-26
1007,0-2 years,M,Non Permanent,0.28,23-26
1008,0-2 years,M,Permanent,0.6900000000000001,23-26
1009,0-2 years,M,Permanent,0.47000000000000003,23-26
1010,0-2 years,F,Permanent,0.44,23-26
1011,0-2 years,F,Permanent,0.8300000000000001,23-26
1012,0-2 years,M,Permanent,0.91,23-26
1013,0-2 years,M,Permanent,0.91,30-35
1014,'+5 years,M,Permanent,0.44,30-35
1015,0-2 years,M,Permanent,0.91,26-30
1016,2-5 years,M,Permanent,0.91,23-26
1017,0-2 years,M,Permanent,0.91,23-26
1018,0-2 years,M,Permanent,0.8,26-30
1019,0-2 years,F,Permanent,0.6,23-26
1020,0-2 years,F,Permanent,0.78,26-30
1021,'+5 years,M,Permanent,0.6,23-26
1022,2-5 years,F,Permanent,0.6,23-26
1023,0-2 years,F,Permanent,0.6,23-26
1024,0-2 years,F,Permanent,0.6,23-26
1025,2-5 years,M,Permanent,0.6,26-30
1026,0-2 years,F,Permanent,0.6,23-26
1027,'+5 years,M,Permanent,0.53,23-26
1028,0-2 years,F,Permanent,0.8300000000000001,23-26
1029,'+5 years,M,Permanent,0.6,30-35
1030,0-2 years,M,Permanent,0.8300000000000001,23-26
1031,'+5 years,M,Permanent,0.34,30-35
1032,0-2 years,M,Permanent,0.29,26-30
1033,'+5 years,M,Permanent,0.29,30-35
1034,0-2 years,F,Permanent,0.5,26-30
1035,0-2 years,M,Permanent,0.61,23-26
1036,0-2 years,M,Non Permanent,0.64,23-26
1037,0-2 years,F,Permanent,0.8300000000000001,23-26
1038,0-2 years,M,Non Permanent,0.54,23-26
1039,0-2 years,F,Permanent,0.28,23-26
1040,0-2 years,M,Permanent,0.42,23-26
1041,2-5 years,F,Permanent,0.8,30-35
1042,2-5 years,M,Permanent,0.8300000000000001,30-35
1043,0-2 years,M,Permanent,0.91,23-26
1044,0-2 years,M,Non Permanent,0.45,23-26
1045,2-5 years,F,Permanent,0.67,23-26
1046,0-2 years,M,Non Permanent,0.66,23-26
1047,0-2 years,M,Permanent,0.74,23-26
1048,0-2 years,M,Permanent,0.91,30-35
1049,'+5 years,M,Permanent,0.91,26-30
1050,0-2 years,M,Permanent,0.59,23-26
1051,'+5 years,M,Permanent,0.8300000000000001,23-26
1052,0-2 years,M,Permanent,0.47000000000000003,26-30
1053,0-2 years,M,Permanent,0.63,23-26
1054,'+5 years,F,Permanent,0.45,23-26
1055,0-2 years,M,Permanent,0.5,23-26
1056,0-2 years,M,Permanent,0.91,30-35
1057,0-2 years,M,Permanent,0.43,23-26
1058,'+5 years,M,Permanent,0.62,30-35
1059,2-5 years,M,Permanent,0.8300000000000001,23-26
1060,'+5 years,M,Permanent,0.91,30-35
1061,2-5 years,F,Permanent,0.59,23-26
1062,0-2 years,M,Non Permanent,0.6,23-26
1063,0-2 years,F,Permanent,0.76,26-30
1064,'+5 years,M,Permanent,0.76,30-35
1065,'+5 years,M,Permanent,0.72,30-35
1066,'+5 years,M,Permanent,0.7000000000000001,30-35
1067,0-2 years,M,Non Permanent,0.52,23-26
1068,'+5 years,M,Permanent,0.6,23-26
1069,'+5 years,F,Permanent,0.8300000000000001,30-35
1070,0-2 years,F,Non Permanent,0.49,26-30
1071,0-2 years,F,Permanent,0.6,23-26
1072,0-2 years,M,Permanent,0.6,23-26
1073,2-5 years,F,Permanent,0.58,26-30
1074,0-2 years,F,Permanent,0.52,26-30
1075,0-2 years,F,Permanent,0.64,23-26
1076,0-2 years,M,Permanent,0.59,23-26
1077,0-2 years,F,Permanent,0.58,26-30
1078,0-2 years,M,Non Permanent,0.6,23-26
1079,0-2 years,F,Permanent,0.6,23-26
1080,0-2 years,M,Permanent,0.49,23-26
1081,0-2 years,M,Permanent,0.6,23-26
1082,2-5 years,M,Permanent,0.6,23-26
1083,0-2 years,M,Permanent,0.6,26-30
1084,0-2 years,M,Permanent,0.8300000000000001,26-30
1085,0-2 years,M,Permanent,0.6,26-30
1086,0-2 years,F,Permanent,0.35000000000000003,23-26
1087,0-2 years,F,Permanent,0.59,23-26
1088,0-2 years,M,Permanent,0.6,23-26
1089,'+5 years,M,Permanent,0.6,23-26
1090,2-5 years,M,Permanent,0.8300000000000001,23-26
1091,2-5 years,M,Permanent,0.73,23-26
1092,0-2 years,F,Permanent,0.59,23-26
1093,2-5 years,F,Permanent,0.55,26-30
1094,2-5 years,M,Permanent,0.8300000000000001,23-26
1095,0-2 years,F,Permanent,0.7000000000000001,26-30
1096,0-2 years,F,Permanent,0.71,23-26
1097,0-2 years,M,Non Permanent,0.76,23-26
1098,0-2 years,M,Permanent,0.62,23-26
1099,0-2 years,M,Permanent,0.65,23-26
1100,0-2 years,M,Non Permanent,0.4,23-26
1101,0-2 years,F,Permanent,0.55,26-30
1102,0-2 years,F,Permanent,0.74,26-30
